Academic Year,LEA Number,LEA Name,School Number,School Name,School Type,Attend Rate Pct,Days Attended Cnt,Days Member Cnt,Fewer 5 Pct,Fewer 5 Cnt,More 20 Pct,More 20 Cnt,More 90 Member Cnt,Create Date
2016,01,Allegany,0301,Flintstone Elementary,Elementary,>= 95.0,*,*,31.7,58,<= 5.0,*,183,20161017
2016,01,Allegany,0401,South Penn Elementary,Elementary,93.8,42989.5,45821,25.9,93,12.0,43,359,20161017
2016,01,Allegany,0402,John Humbird Elementary,Elementary,94.1,24511.0,26053,29.0,58,11.5,23,200,20161017
2016,01,Allegany,0405,Fort Hill High,High,92.9,91923.5,98908,28.1,215,18.0,138,765,20161017
2016,01,Allegany,0406,Washington Middle,Middle,93.3,74179.5,79546,26.5,164,16.3,101,620,20161017
2016,01,Allegany,0502,Northeast Elementary,Elementary,>= 95.0,*,*,35.8,83,5.2,12,232,20161017
2016,01,Allegany,0504,Braddock Middle,Middle,94.4,72970.0,77259,27.3,165,10.2,62,605,20161017
2016,01,Allegany,0601,Center for Career & Technical Education,High,92.5,33788.0,36511,22.2,63,22.2,63,284,20161017
2016,01,Allegany,0603,West Side Elementary,Elementary,94.6,38046.5,40218,25.0,78,5.4,17,312,20161017
2016,01,Allegany,0606,Allegany High,High,93.7,79453.0,84797,28.0,184,11.6,76,657,20161017
2016,01,Allegany,0701,Cresaptown Elementary,Elementary,94.6,32602.5,34450,26.2,71,<= 5.0,*,271,20161017
2016,01,Allegany,0702,Bel Air Elementary,Elementary,>= 95.0,*,*,30.3,53,8.6,15,175,20161017
2016,01,Allegany,0801,Westernport Elementary,Elementary,94.2,25008.0,26540,26.7,56,8.6,18,210,20161017
2016,01,Allegany,0802,Westmar Middle,Middle,94.0,33345.5,35471,28.0,78,11.8,33,279,20161017
2016,01,Allegany,1001,George's Creek Elementary,Elementary,>= 95.0,*,*,38.9,89,<= 5.0,*,229,20161017
2016,01,Allegany,1101,Frost Elementary,Elementary,>= 95.0,*,*,32.6,60,<= 5.0,*,184,20161017
2016,01,Allegany,1301,Mount Savage Middle,Middle,94.8,47758.5,50360,25.0,99,9.1,36,396,20161017
2016,01,Allegany,1302,Mt. Savage Elementary,Elementary,>= 95.0,*,*,30.4,48,5.1,8,158,20161017
2016,01,Allegany,2404,Mountain Ridge High School,High,93.3,97408.5,104441,25.8,211,15.4,126,817,20161017
2016,01,Allegany,2801,Beall Elementary,Elementary,94.9,36897.5,38890,29.3,90,7.2,22,307,20161017
2016,01,Allegany,2901,Cash Valley Elementary,Elementary,>= 95.0,*,*,31.6,65,5.3,11,206,20161017
2016,01,Allegany,2902,Parkside Elementary,Elementary,94.8,19846.0,20941,34.5,57,9.1,15,165,20161017
2016,01,Allegany,A,All Allegany Schools,Elementary,94.8,387392.0,408426,29.6,947,7.1,228,3201,20161017
2016,01,Allegany,A,All Allegany Schools,Middle,94.1,228253.5,242636,26.5,505,12.5,237,1903,20161017
2016,01,Allegany,A,All Allegany Schools,High,93.2,302573.0,324657,26.6,673,16.0,405,2526,20161017
2016,02,Anne Arundel,1023,Brooklyn Park Middle,Middle,94.5,84481.5,89370,36.0,263,10.5,77,731,20161017
2016,02,Anne Arundel,1033,Glen Burnie High,High,91.0,207119.0,227563,29.4,549,24.2,451,1867,20161017
2016,02,Anne Arundel,1043,Corkran Middle School,Middle,94.4,63814.0,67629,32.4,181,14.0,78,559,20161017
2016,02,Anne Arundel,1053,Lindale Middle,Middle,93.9,110615.5,117861,28.9,279,14.9,144,965,20161017
2016,02,Anne Arundel,1063,Marley Middle,Middle,93.9,94555.5,100687,30.7,252,13.4,110,822,20161017
2016,02,Anne Arundel,1082,Belle Grove Elementary,Elementary,93.8,23033.0,24554,21.8,44,12.9,26,202,20161017
2016,02,Anne Arundel,1092,Brooklyn Park Elementary,Elementary,>= 95.0,*,*,32.4,104,9.3,30,321,20161017
2016,02,Anne Arundel,1112,George T. Cromwell Elementary,Elementary,94.5,36736.0,38870,30.5,97,11.3,36,318,20161017
2016,02,Anne Arundel,1122,Freetown Elementary,Elementary,>= 95.0,*,*,32.1,112,5.7,20,349,20161017
2016,02,Anne Arundel,1132,Glendale Elementary,Elementary,94.8,36780.5,38778,32.9,103,9.3,29,313,20161017
2016,02,Anne Arundel,1142,Hilltop Elementary,Elementary,94.8,61000.0,64330,34.3,179,7.7,40,522,20161017
2016,02,Anne Arundel,1152,Linthicum Elementary,Elementary,>= 95.0,*,*,41.2,154,<= 5.0,*,374,20161017
2016,02,Anne Arundel,1162,Marley Elementary,Elementary,>= 95.0,*,*,38.3,215,5.9,33,561,20161017
2016,02,Anne Arundel,1172,North Glen Elementary,Elementary,94.8,21529.0,22703,36.5,69,10.6,20,189,20161017
2016,02,Anne Arundel,1182,Oakwood Elementary,Elementary,>= 95.0,*,*,44.3,93,<= 5.0,*,210,20161017
2016,02,Anne Arundel,1192,Overlook Elementary,Elementary,>= 95.0,*,*,34.8,98,6.7,19,282,20161017
2016,02,Anne Arundel,1202,Park Elementary,Elementary,93.9,43242.0,46027,30.4,114,15.2,57,375,20161017
2016,02,Anne Arundel,1212,Point Pleasant Elementary,Elementary,94.9,49463.5,52104,32.9,141,10.0,43,429,20161017
2016,02,Anne Arundel,1232,Quarterfield Elementary,Elementary,>= 95.0,*,*,40.0,118,5.4,16,295,20161017
2016,02,Anne Arundel,1242,Richard Henry Lee Elementary,Elementary,>= 95.0,*,*,37.1,167,8.7,39,450,20161017
2016,02,Anne Arundel,1262,Woodside Elementary,Elementary,94.9,30053.0,31680,36.2,93,10.5,27,257,20161017
2016,02,Anne Arundel,1274,Marley Glen School,Elementary,82.8,1470.5,1777,7.1,1,64.3,9,14,20161017
2016,02,Anne Arundel,1274,Marley Glen School,Middle,88.8,1183.5,1333,27.3,3,36.4,4,11,20161017
2016,02,Anne Arundel,1274,Marley Glen School,High,89.6,1637.0,1828,20.0,3,26.7,4,15,20161017
2016,02,Anne Arundel,1323,North County High,High,91.2,228262.0,250186,25.2,514,24.5,499,2038,20161017
2016,02,Anne Arundel,2013,Severna Park High,High,>= 95.0,*,*,41.8,752,6.3,114,1798,20161017
2016,02,Anne Arundel,2023,Northeast High,High,92.9,153029.0,164753,32.3,435,16.6,223,1346,20161017
2016,02,Anne Arundel,2033,George Fox Middle,Middle,94.3,109461.0,116022,30.6,291,10.1,96,952,20161017
2016,02,Anne Arundel,2043,Severna Park Middle,Middle,>= 95.0,*,*,47.6,682,<= 5.0,*,1434,20161017
2016,02,Anne Arundel,2052,Arnold Elementary,Elementary,>= 95.0,*,*,40.1,130,<= 5.0,*,324,20161017
2016,02,Anne Arundel,2062,Belvedere Elementary,Elementary,>= 95.0,*,*,36.7,149,<= 5.0,*,406,20161017
2016,02,Anne Arundel,2072,Benfield Elementary,Elementary,>= 95.0,*,*,35.4,137,<= 5.0,*,387,20161017
2016,02,Anne Arundel,2082,Bodkin Elementary,Elementary,>= 95.0,*,*,40.8,202,<= 5.0,*,495,20161017
2016,02,Anne Arundel,2092,Cape St. Claire Elementary,Elementary,>= 95.0,*,*,32.2,170,<= 5.0,*,528,20161017
2016,02,Anne Arundel,2102,Folger Mckinsey Elementary,Elementary,>= 95.0,*,*,43.6,223,<= 5.0,*,511,20161017
2016,02,Anne Arundel,2112,Fort Smallwood Elementary,Elementary,>= 95.0,*,*,38.0,122,<= 5.0,*,321,20161017
2016,02,Anne Arundel,2132,High Point Elementary,Elementary,>= 95.0,*,*,30.2,166,6.7,37,549,20161017
2016,02,Anne Arundel,2142,Jacobsville Elementary,Elementary,>= 95.0,*,*,34.7,156,<= 5.0,*,449,20161017
2016,02,Anne Arundel,2152,Jones Elementary,Elementary,>= 95.0,*,*,41.4,98,<= 5.0,*,237,20161017
2016,02,Anne Arundel,2162,Lake Shore Elementary,Elementary,>= 95.0,*,*,33.7,88,7.3,19,261,20161017
2016,02,Anne Arundel,2172,Oak Hill Elementary,Elementary,>= 95.0,*,*,37.8,202,<= 5.0,*,535,20161017
