Academic Year,LSS Number,LSS Name,School Number,School Name,School Type,Attend Rate Pct,Days Attended Cnt,Days Member Cnt,Fewer 5 Pct,Fewer 5 Cnt,More 20 Pct,More 20 Cnt,More 90 Member Cnt,Chronic Absentee Cnt,Chronic Absentee Denom,Chronic Absentee Pct,Create Date
2018,01,Allegany,0301,Flintstone Elementary,Elementary,>= 95.0,*,*,24.6,46,<= 5.0,*,187,20,236,8.5,20190626
2018,01,Allegany,0401,South Penn Elementary,Elementary,93.6,50943.0,54423,20.9,82,14.0,55,393,102,496,20.6,20190626
2018,01,Allegany,0402,John Humbird Elementary,Elementary,93.8,26410.5,28171,26.5,53,17.0,34,200,66,269,24.5,20190626
2018,01,Allegany,0405,Fort Hill High,High,91.4,95453.5,104423,23.6,176,20.8,155,746,222,790,28.1,20190626
2018,01,Allegany,0406,Washington Middle,Middle,93.1,74179.5,79644,24.0,137,18.0,103,572,159,603,26.4,20190626
2018,01,Allegany,0502,Northeast Elementary,Elementary,>= 95.0,*,*,34.6,82,6.8,16,237,39,307,12.7,20190626
2018,01,Allegany,0504,Braddock Middle,Middle,93.5,76256.0,81551,24.8,144,14.1,82,581,143,624,22.9,20190626
2018,01,Allegany,0601,Center for Career & Technical Education,High,92.3,33685.5,36477,26.4,69,19.5,51,261,73,273,26.7,20190626
2018,01,Allegany,0603,West Side Elementary,Elementary,>= 95.0,*,*,33.4,99,<= 5.0,*,296,51,387,13.2,20190626
2018,01,Allegany,0606,Allegany High,High,92.9,90806.0,97696,26.7,186,13.1,91,696,153,740,20.7,20190626
2018,01,Allegany,0701,Cresaptown Elementary,Elementary,94.9,33288.0,35069,31.2,79,7.1,18,253,46,331,13.9,20190626
2018,01,Allegany,0702,Bel Air Elementary,Elementary,>= 95.0,*,*,33.9,59,<= 5.0,*,174,21,224,9.4,20190626
2018,01,Allegany,0801,Westernport Elementary,Elementary,93.8,26305.5,28046,27.5,56,10.8,22,204,53,253,20.9,20190626
2018,01,Allegany,0802,Westmar Middle,Middle,93.7,36161.0,38585,24.3,67,13.0,36,276,57,286,19.9,20190626
2018,01,Allegany,1001,George's Creek Elementary,Elementary,94.0,29012.0,30872,29.3,66,10.2,23,225,51,292,17.5,20190626
2018,01,Allegany,1101,Frost Elementary,Elementary,>= 95.0,*,*,34.7,60,<= 5.0,*,173,*,*,<= 5.0,20190626
2018,01,Allegany,1301,Mount Savage Middle,Middle,94.1,50727.0,53929,23.8,93,10.5,41,391,75,410,18.3,20190626
2018,01,Allegany,1302,Mt. Savage Elementary,Elementary,>= 95.0,*,*,33.3,53,7.5,12,159,25,191,13.1,20190626
2018,01,Allegany,2404,Mountain Ridge High School,High,91.9,100245.5,109107,19.6,154,23.3,183,785,247,824,30.0,20190626
2018,01,Allegany,2801,Beall Elementary,Elementary,93.9,42092.0,44809,21.6,70,9.0,29,324,62,412,15.0,20190626
2018,01,Allegany,2901,Cash Valley Elementary,Elementary,94.9,24731.0,26061,29.0,54,7.5,14,186,33,239,13.8,20190626
2018,01,Allegany,2902,Parkside Elementary,Elementary,94.3,23209.5,24606,27.5,49,7.9,14,178,34,220,15.5,20190626
2018,01,Allegany,A,All Allegany Schools,Elementary,94.6,419017.0,443053,28.0,894,9.0,286,3195,568,3954,14.4,20190626
2018,01,Allegany,A,All Allegany Schools,Middle,93.5,237323.5,253709,24.2,441,15.0,273,1821,411,1882,21.8,20190626
2018,01,Allegany,A,All Allegany Schools,High,92.1,320190.5,347703,23.4,582,19.5,486,2491,674,2587,26.1,20190626
2018,01,Allegany,A,All Allegany Schools,All Students,93.5,976531.0,1044465,25.5,1917,13.9,1045,7507,1653,8423,19.6,20190626
2018,02,Anne Arundel,1023,Brooklyn Park Middle,Middle,93.9,92377.0,98375,35.0,251,15.0,108,718,154,769,20.0,20190626
2018,02,Anne Arundel,1033,Glen Burnie High,High,89.2,244485.5,274020,25.5,508,29.2,581,1991,783,2141,36.6,20190626
2018,02,Anne Arundel,1043,Corkran Middle School,Middle,94.6,75852.0,80210,33.6,197,10.2,60,587,112,636,17.6,20190626
2018,02,Anne Arundel,1053,Lindale Middle,Middle,92.7,137712.5,148543,24.1,261,19.6,212,1084,317,1157,27.4,20190626
2018,02,Anne Arundel,1063,Marley Middle,Middle,94.3,109357.0,116013,38.1,325,12.9,110,854,156,915,17.0,20190626
2018,02,Anne Arundel,1082,Belle Grove Elementary,Elementary,92.4,27277.0,29510,14.5,31,21.0,45,214,68,273,24.9,20190626
2018,02,Anne Arundel,1092,Brooklyn Park Elementary,Elementary,93.8,43955.5,46841,25.5,87,11.4,39,341,87,434,20.0,20190626
2018,02,Anne Arundel,1112,George T. Cromwell Elementary,Elementary,93.9,40768.5,43421,28.9,93,11.8,38,322,70,344,20.3,20190626
2018,02,Anne Arundel,1122,Freetown Elementary,Elementary,93.9,49539.5,52745,21.2,81,13.4,51,382,100,488,20.5,20190626
2018,02,Anne Arundel,1132,Glendale Elementary,Elementary,94.0,41833.5,44490,31.3,100,11.6,37,320,77,413,18.6,20190626
2018,02,Anne Arundel,1142,Hilltop Elementary,Elementary,94.0,69810.5,74253,26.1,142,10.1,55,544,120,711,16.9,20190626
2018,02,Anne Arundel,1152,Linthicum Elementary,Elementary,>= 95.0,*,*,33.3,136,5.1,21,409,46,504,9.1,20190626
2018,02,Anne Arundel,1162,Marley Elementary,Elementary,>= 95.0,*,*,36.4,245,7.4,50,673,105,881,11.9,20190626
2018,02,Anne Arundel,1172,North Glen Elementary,Elementary,94.1,26182.0,27814,28.8,59,15.6,32,205,52,253,20.6,20190626
2018,02,Anne Arundel,1182,Oakwood Elementary,Elementary,>= 95.0,*,*,34.2,76,7.7,17,222,37,274,13.5,20190626
2018,02,Anne Arundel,1192,Overlook Elementary,Elementary,94.1,36687.0,39000,27.7,79,11.6,33,285,51,364,14.0,20190626
2018,02,Anne Arundel,1202,Park Elementary,Elementary,93.7,48419.5,51673,30.4,115,14.3,54,378,108,480,22.5,20190626
2018,02,Anne Arundel,1212,Point Pleasant Elementary,Elementary,94.1,57525.5,61107,29.0,129,11.9,53,445,93,567,16.4,20190626
2018,02,Anne Arundel,1232,Quarterfield Elementary,Elementary,>= 95.0,*,*,34.7,112,<= 5.0,*,323,56,427,13.1,20190626
2018,02,Anne Arundel,1242,Richard Henry Lee Elementary,Elementary,94.9,56076.5,59059,32.6,139,7.5,32,426,73,551,13.2,20190626
2018,02,Anne Arundel,1262,Woodside Elementary,Elementary,>= 95.0,*,*,34.6,99,9.1,26,286,49,367,13.4,20190626
2018,02,Anne Arundel,1274,Marley Glen School,Elementary,90.8,2853.5,3143,39.1,9,26.1,6,23,13,35,37.1,20190626
2018,02,Anne Arundel,1274,Marley Glen School,Middle,*,*,*,*,*,*,*,*,2,11,18.2,20190626
