Academic Year,LSS Number,LSS Name,School Number,School Name,School Type,Mobility Rate,Mobility Count,Entrants Rate,Entrants Count,Withdrawals Rate,Withdrawals Count,Avg Daily Member Count,Create Date
2019,1,Allegany,301,Flintstone Elementary,Elementary,7.9,17,<= 5.0,*,<= 5.0,*,214.4,20200117
2019,1,Allegany,401,South Penn Elementary,Elementary,17.8,89,11.4,57,6.4,32,500.4,20200117
2019,1,Allegany,402,John Humbird Elementary,Elementary,22.9,56,11.4,28,11.4,28,244.6,20200117
2019,1,Allegany,405,Fort Hill High,High,22.4,157,8.7,61,13.7,96,701.6,20200117
2019,1,Allegany,406,Washington Middle,Middle,19.6,115,8.2,48,11.4,67,586.7,20200117
2019,1,Allegany,502,Northeast Elementary,Elementary,13,37,6.3,18,6.7,19,283.8,20200117
2019,1,Allegany,504,Braddock Middle,Middle,14.9,89,6,36,8.9,53,596.7,20200117
2019,1,Allegany,601,Center for Career & Technical Education,High,8.4,18,<= 5.0,*,7,15,213.5,20200117
2019,1,Allegany,603,West Side Elementary,Elementary,15.2,56,7.1,26,8.2,30,367.6,20200117
2019,1,Allegany,606,Allegany High,High,10.9,78,<= 5.0,*,6.3,45,715.3,20200117
2019,1,Allegany,701,Cresaptown Elementary,Elementary,13.1,39,7.7,23,5.4,16,296.8,20200117
2019,1,Allegany,702,Bel Air Elementary,Elementary,9.1,19,<= 5.0,*,5.8,12,207.9,20200117
2019,1,Allegany,801,Westernport Elementary,Elementary,24.4,57,12,28,12.4,29,233.9,20200117
2019,1,Allegany,802,Westmar Middle,Middle,10.2,28,5.1,14,5.1,14,273.2,20200117
2019,1,Allegany,1001,George's Creek Elementary,Elementary,11.3,30,6.4,17,<= 5.0,*,266.3,20200117
2019,1,Allegany,1101,Frost Elementary,Elementary,6.4,13,<= 5.0,*,<= 5.0,*,202.1,20200117
2019,1,Allegany,1301,Mount Savage Middle,Middle,6.7,26,<= 5.0,*,<= 5.0,*,390.8,20200117
2019,1,Allegany,1302,Mt. Savage Elementary,Elementary,5.3,9,<= 5.0,*,<= 5.0,*,168.5,20200117
2019,1,Allegany,2404,Mountain Ridge High School,High,11.9,93,<= 5.0,*,8.2,64,783.8,20200117
2019,1,Allegany,2801,Beall Elementary,Elementary,7.6,29,<= 5.0,*,<= 5.0,*,384,20200117
2019,1,Allegany,2901,Cash Valley Elementary,Elementary,18.6,40,7.9,17,10.7,23,214.7,20200117
2019,1,Allegany,2902,Parkside Elementary,Elementary,22.8,43,14.3,27,8.5,16,188.7,20200117
2019,1,Allegany,A,All Allegany Schools,Elementary,14.2,534,7.5,283,6.7,251,3773.7,20200117
2019,1,Allegany,A,All Allegany Schools,Middle,14,258,6,111,8,147,1847.4,20200117
2019,1,Allegany,A,All Allegany Schools,All,14.2,1138,6.5,520,7.7,618,8035.2,20200117
2019,1,Allegany,A,All Allegany Schools,High,14.3,346,5.2,126,9.1,220,2414.1,20200117
2019,2,Anne Arundel,1023,Brooklyn Park Middle,Middle,17.2,138,11,88,6.2,50,801.1,20200117
2019,2,Anne Arundel,1033,Glen Burnie High,High,18,363,8.8,177,9.2,186,2015.4,20200117
2019,2,Anne Arundel,1043,Corkran Middle School,Middle,19.9,127,10.8,69,9.1,58,637.5,20200117
2019,2,Anne Arundel,1053,Lindale Middle,Middle,19.1,213,9.3,104,9.8,109,1114,20200117
2019,2,Anne Arundel,1063,Marley Middle,Middle,19.3,164,11.7,100,7.5,64,851.5,20200117
2019,2,Anne Arundel,1082,Belle Grove Elementary,Elementary,27,70,18.5,48,8.5,22,259.4,20200117
2019,2,Anne Arundel,1092,Brooklyn Park Elementary,Elementary,19.9,78,13,51,6.9,27,392,20200117
2019,2,Anne Arundel,1112,George T. Cromwell Elementary,Elementary,11.6,38,8.9,29,<= 5.0,*,327,20200117
2019,2,Anne Arundel,1122,Freetown Elementary,Elementary,20.6,92,11.4,51,9.2,41,447.2,20200117
2019,2,Anne Arundel,1132,Glendale Elementary,Elementary,19.4,76,11.2,44,8.2,32,392.1,20200117
2019,2,Anne Arundel,1142,Hilltop Elementary,Elementary,22,152,12.6,87,9.4,65,691.9,20200117
2019,2,Anne Arundel,1152,Linthicum Elementary,Elementary,9.1,44,<= 5.0,*,<= 5.0,*,481.2,20200117
2019,2,Anne Arundel,1162,Marley Elementary,Elementary,19.4,159,10.6,87,8.8,72,820.8,20200117
2019,2,Anne Arundel,1172,North Glen Elementary,Elementary,31.5,77,16,39,15.6,38,244.4,20200117
2019,2,Anne Arundel,1182,Oakwood Elementary,Elementary,16.2,42,7.3,19,8.9,23,259.7,20200117
2019,2,Anne Arundel,1192,Overlook Elementary,Elementary,19.8,69,10,35,9.8,34,348.5,20200117
2019,2,Anne Arundel,1202,Park Elementary,Elementary,26.4,123,15.9,74,10.5,49,465.1,20200117
2019,2,Anne Arundel,1212,Point Pleasant Elementary,Elementary,15.8,78,8.7,43,7.1,35,494.6,20200117
2019,2,Anne Arundel,1232,Quarterfield Elementary,Elementary,15.7,65,8.7,36,7,29,414.1,20200117
2019,2,Anne Arundel,1242,Richard Henry Lee Elementary,Elementary,22,104,11.7,55,10.4,49,471.7,20200117
2019,2,Anne Arundel,1262,Woodside Elementary,Elementary,25.9,87,16.4,55,9.5,32,335.4,20200117
2019,2,Anne Arundel,1274,Marley Glen School,Elementary,25.5,9,17,6,8.5,3,35.3,20200117
2019,2,Anne Arundel,1274,Marley Glen School,Middle,8.8,1,<= 5.0,*,8.8,1,11.3,20200117
2019,2,Anne Arundel,1274,Marley Glen School,High,13.2,2,<= 5.0,*,13.2,2,15.2,20200117
2019,2,Anne Arundel,1274,Marley Glen School,All,19.4,12,9.7,6,9.7,6,61.8,20200117
2019,2,Anne Arundel,1323,North County High,High,18,403,9.5,212,8.5,191,2243.1,20200117
2019,2,Anne Arundel,2013,Severna Park High,High,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20200117
2019,2,Anne Arundel,2023,Northeast High,High,9.3,127,<= 5.0,*,<= 5.0,*,1366.3,20200117
2019,2,Anne Arundel,2033,George Fox Middle,Middle,12.8,111,6.8,59,6,52,866.3,20200117
2019,2,Anne Arundel,2043,Severna Park Middle,Middle,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20200117
2019,2,Anne Arundel,2052,Arnold Elementary,Elementary,6.6,29,<= 5.0,*,<= 5.0,*,437.2,20200117
2019,2,Anne Arundel,2062,Belvedere Elementary,Elementary,6.2,31,<= 5.0,*,<= 5.0,*,500.1,20200117
2019,2,Anne Arundel,2072,Benfield Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20200117
2019,2,Anne Arundel,2082,Bodkin Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20200117
2019,2,Anne Arundel,2092,Cape St. Claire Elementary,Elementary,6.5,40,<= 5.0,*,<= 5.0,*,612.2,20200117
2019,2,Anne Arundel,2102,Folger Mckinsey Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20200117
2019,2,Anne Arundel,2112,Fort Smallwood Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20200117
2019,2,Anne Arundel,2132,High Point Elementary,Elementary,8.8,56,5.3,34,<= 5.0,*,639.2,20200117
2019,2,Anne Arundel,2142,Jacobsville Elementary,Elementary,7.8,45,5.3,31,<= 5.0,*,579.5,20200117
2019,2,Anne Arundel,2152,Jones Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20200117
2019,2,Anne Arundel,2162,Lake Shore Elementary,Elementary,8.8,28,<= 5.0,*,<= 5.0,*,316.8,20200117
2019,2,Anne Arundel,2172,Oak Hill Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20200117
2019,2,Anne Arundel,2182,Pasadena Elementary,Elementary,7,26,<= 5.0,*,<= 5.0,*,369.4,20200117
2019,2,Anne Arundel,2192,Riviera Beach Elementary,Elementary,9.4,26,7.2,20,<= 5.0,*,277.6,20200117
2019,2,Anne Arundel,2202,Severna Park Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20200117
2019,2,Anne Arundel,2212,Solley Elementary,Elementary,10.3,78,5.1,39,5.1,39,759.7,20200117
2019,2,Anne Arundel,2222,Sunset Elementary,Elementary,7.9,35,<= 5.0,*,<= 5.0,*,441,20200117
2019,2,Anne Arundel,2233,Anne Arundel Evening High,High,>= 95.0,*,>= 95.0,*,42,115,273.6,20200117
2019,2,Anne Arundel,2243,Magothy River Middle,Middle,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20200117
2019,2,Anne Arundel,2273,Chesapeake High,High,8.3,113,<= 5.0,*,5.1,69,1360.7,20200117
2019,2,Anne Arundel,2322,Broadneck Elementary,Elementary,5.9,46,<= 5.0,*,<= 5.0,*,784.8,20200117
2019,2,Anne Arundel,2363,Broadneck High,High,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20200117
2019,2,Anne Arundel,2372,Windsor Farm Elementary,Elementary,7.3,41,<= 5.0,*,<= 5.0,*,565.1,20200117
2019,2,Anne Arundel,2413,Severn River Middle,Middle,8,60,<= 5.0,*,<= 5.0,*,754.2,20200117
2019,2,Anne Arundel,2423,Chesapeake Bay Middle,Middle,7.4,75,<= 5.0,*,<= 5.0,*,1017.1,20200117
2019,2,Anne Arundel,2432,Shipley's Choice Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20200117
2019,2,Anne Arundel,3013,Arundel High,High,9.9,208,<= 5.0,*,5.2,109,2104.6,20200117
2019,2,Anne Arundel,3023,Arundel Middle,Middle,8.5,89,5.2,54,<= 5.0,*,1047.2,20200117
2019,2,Anne Arundel,3033,MacArthur Middle,Middle,22.9,216,11.4,108,11.4,108,943.6,20200117
2019,2,Anne Arundel,3062,Brock Bridge Elementary,Elementary,25.6,154,15.8,95,9.8,59,600.8,20200117
2019,2,Anne Arundel,3072,Crofton Elementary,Elementary,8.2,60,<= 5.0,*,<= 5.0,*,732.1,20200117
2019,2,Anne Arundel,3082,Crofton Woods Elementary,Elementary,5.1,38,<= 5.0,*,<= 5.0,*,750.5,20200117
2019,2,Anne Arundel,3092,Seven Oaks Elementary,Elementary,26.1,150,14.1,81,12,69,575.5,20200117
2019,2,Anne Arundel,3102,Hebron - Harman Elementary,Elementary,18.8,139,11,81,7.9,58,738.6,20200117
2019,2,Anne Arundel,3112,Jessup Elementary,Elementary,14.5,72,8.7,43,5.8,29,496.7,20200117
2019,2,Anne Arundel,3122,Manor View Elementary,Elementary,28.7,84,14.7,43,14,41,292.8,20200117
2019,2,Anne Arundel,3132,Maryland City Elementary,Elementary,30.6,114,16.4,61,14.2,53,372.7,20200117
2019,2,Anne Arundel,3142,Meade Heights Elementary,Elementary,37,122,20.3,67,16.7,55,330.1,20200117
2019,2,Anne Arundel,3152,Van Bokkelen Elementary,Elementary,50.4,216,32.9,141,17.5,75,429,20200117
2019,2,Anne Arundel,3162,Millersville Elementary,Elementary,8.6,29,<= 5.0,*,<= 5.0,*,336.5,20200117
2019,2,Anne Arundel,3172,Odenton Elementary,Elementary,19.5,88,11.5,52,8,36,451.8,20200117
2019,2,Anne Arundel,3182,Pershing Hill Elementary,Elementary,31,182,15.7,92,15.3,90,587.3,20200117
2019,2,Anne Arundel,3192,Ridgeway Elementary,Elementary,8.6,55,5.1,33,<= 5.0,*,640.9,20200117
2019,2,Anne Arundel,3202,Severn Elementary,Elementary,15.7,76,10.1,49,5.6,27,483.3,20200117
2019,2,Anne Arundel,3212,South Shore Elementary,Elementary,10.3,35,6.5,22,<= 5.0,*,338.6,20200117
2019,2,Anne Arundel,3222,Waugh Chapel Elementary,Elementary,8.4,49,<= 5.0,*,<= 5.0,*,582.8,20200117
2019,2,Anne Arundel,3242,Piney Orchard Elementary,Elementary,10,63,5.3,33,<= 5.0,*,628,20200117
2019,2,Anne Arundel,3263,Crofton Middle,Middle,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20200117
2019,2,Anne Arundel,3272,Four Seasons Elementary,Elementary,6.8,42,<= 5.0,*,<= 5.0,*,614.6,20200117
2019,2,Anne Arundel,3282,Nantucket Elementary,Elementary,9.7,76,5.5,43,<= 5.0,*,785.7,20200117
2019,2,Anne Arundel,3323,Meade High,High,26.2,523,12.4,247,13.8,276,1993.9,20200117
2019,2,Anne Arundel,3333,Old Mill Middle North,Middle,15.4,165,9.4,101,6,64,1070.9,20200117
2019,2,Anne Arundel,3343,Old Mill Middle South,Middle,13.6,122,7.7,69,5.9,53,898.5,20200117
2019,2,Anne Arundel,3353,Old Mill High,High,13.3,294,7.7,171,5.6,123,2209.8,20200117
2019,2,Anne Arundel,3362,Crofton Meadows Elementary,Elementary,8.5,46,<= 5.0,*,<= 5.0,*,541.3,20200117
2019,2,Anne Arundel,3372,Glen Burnie Park Elementary,Elementary,21.7,110,10.8,55,10.8,55,508,20200117
2019,2,Anne Arundel,3382,Southgate Elementary,Elementary,17.2,135,9.9,78,7.3,57,784.1,20200117
2019,2,Anne Arundel,3392,Rippling Woods Elementary,Elementary,21.6,128,13.5,80,8.1,48,593.8,20200117
2019,2,Anne Arundel,3414,Ruth Parker Eason School,Elementary,22.9,11,12.5,6,10.4,5,48.1,20200117
2019,2,Anne Arundel,3414,Ruth Parker Eason School,Middle,70,8,17.5,2,52.5,6,11.4,20200117
2019,2,Anne Arundel,3414,Ruth Parker Eason School,High,14.2,4,7.1,2,7.1,2,28.2,20200117
2019,2,Anne Arundel,3414,Ruth Parker Eason School,All,26.2,23,11.4,10,14.8,13,87.7,20200117
2019,2,Anne Arundel,3423,Meade Middle,Middle,26.8,196,16.3,119,10.5,77,731.2,20200117
2019,2,Anne Arundel,4013,Annapolis High,High,16.4,321,7.9,155,8.5,166,1956,20200117
2019,2,Anne Arundel,4023,Southern High,High,11.4,113,<= 5.0,*,7.1,70,988,20200117
2019,2,Anne Arundel,4033,Annapolis Middle,Middle,13.3,136,7.8,80,5.5,56,1019.3,20200117
2019,2,Anne Arundel,4043,Wiley H. Bates Middle,Middle,14.2,88,8.1,50,6.1,38,620.3,20200117
2019,2,Anne Arundel,4053,Southern Middle,Middle,9.2,70,5.2,40,<= 5.0,*,764.4,20200117
2019,2,Anne Arundel,4064,Mary Moss at Adams Academy,Middle,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20200117
2019,2,Anne Arundel,4074,Phoenix Academy,Elementary,68,75,39,43,29,32,110.2,20200117
2019,2,Anne Arundel,4074,Phoenix Academy,Middle,62.5,55,35.2,31,27.3,24,88,20200117
2019,2,Anne Arundel,4074,Phoenix Academy,All,75.3,282,42.5,159,32.9,123,374.3,20200117
2019,2,Anne Arundel,4074,Phoenix Academy,High,86.3,152,48.3,85,38,67,176.1,20200117
2019,2,Anne Arundel,4092,Annapolis Elementary,Elementary,14.2,30,9,19,5.2,11,210.6,20200117
2019,2,Anne Arundel,4112,Central Elementary,Elementary,9,54,<= 5.0,*,<= 5.0,*,601.8,20200117
2019,2,Anne Arundel,4122,Davidsonville Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20200117
2019,2,Anne Arundel,4132,Deale Elementary,Elementary,6.4,14,<= 5.0,*,<= 5.0,*,219.4,20200117
2019,2,Anne Arundel,4142,Eastport Elementary,Elementary,29,60,18.8,39,10.1,21,207.2,20200117
2019,2,Anne Arundel,4152,Edgewater Elementary,Elementary,8.4,48,<= 5.0,*,<= 5.0,*,574.4,20200117
2019,2,Anne Arundel,4162,Georgetown East Elementary,Elementary,33.2,77,18.5,43,14.7,34,232.1,20200117
2019,2,Anne Arundel,4182,Germantown Elementary,Elementary,10.9,53,6,29,<= 5.0,*,485.1,20200117
2019,2,Anne Arundel,4192,Hillsmere Elementary,Elementary,8.6,32,<= 5.0,*,<= 5.0,*,371.4,20200117
2019,2,Anne Arundel,4202,Lothian Elementary,Elementary,11.9,55,6.5,30,5.4,25,461.4,20200117
2019,2,Anne Arundel,4212,Mayo Elementary,Elementary,8.3,27,6.5,21,<= 5.0,*,325.4,20200117
2019,2,Anne Arundel,4222,Walter S. Mills - Parole Elementary,Elementary,27.6,148,15.8,85,11.7,63,536.6,20200117
2019,2,Anne Arundel,4232,Rolling Knolls Elementary,Elementary,17.2,68,9.9,39,7.3,29,394.9,20200117
2019,2,Anne Arundel,4242,Shady Side Elementary,Elementary,9.1,39,<= 5.0,*,5.8,25,428.6,20200117
2019,2,Anne Arundel,4252,Tracey's Elementary,Elementary,11.8,52,8,35,<= 5.0,*,439.8,20200117
2019,2,Anne Arundel,4262,Tyler Heights Elementary,Elementary,24.6,99,16.4,66,8.2,33,401.8,20200117
2019,2,Anne Arundel,4272,West Annapolis Elementary,Elementary,12.5,29,5.6,13,6.9,16,232.3,20200117
2019,2,Anne Arundel,4283,Central Middle,Middle,5.4,69,<= 5.0,*,<= 5.0,*,1272.6,20200117
2019,2,Anne Arundel,4293,South River High,High,5.8,126,<= 5.0,*,<= 5.0,*,2164.8,20200117
2019,2,Anne Arundel,4304,Central Special School,Elementary,19.3,6,9.7,3,9.7,3,31.1,20200117
2019,2,Anne Arundel,4304,Central Special School,Middle,26,3,8.7,1,17.4,2,11.5,20200117
2019,2,Anne Arundel,4304,Central Special School,All,17.7,13,6.8,5,10.9,8,73.3,20200117
2019,2,Anne Arundel,4304,Central Special School,High,13,4,<= 5.0,*,9.8,3,30.7,20200117
2019,2,Anne Arundel,6113,Monarch Global Academy PCS Laurel Campus,Elementary,6.7,37,<= 5.0,*,<= 5.0,*,552.1,20200117
2019,2,Anne Arundel,6113,Monarch Global Academy PCS Laurel Campus,Middle,6.6,17,<= 5.0,*,<= 5.0,*,257.9,20200117
2019,2,Anne Arundel,6113,Monarch Global Academy PCS Laurel Campus,All,6.7,54,<= 5.0,*,<= 5.0,*,810,20200117
2019,2,Anne Arundel,6123,Monarch Academy Annapolis ES,Elementary,11.8,76,<= 5.0,*,6.8,44,643.3,20200117
2019,2,Anne Arundel,6223,Chesapeake Science Point,Middle,9.5,22,5.2,12,<= 5.0,*,231.6,20200117
2019,2,Anne Arundel,6223,Chesapeake Science Point,All,6.6,30,<= 5.0,*,<= 5.0,*,454.2,20200117
2019,2,Anne Arundel,6223,Chesapeake Science Point,High,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20200117
2019,2,Anne Arundel,6233,Monarch Academy,Elementary,5.9,26,<= 5.0,*,<= 5.0,*,443.4,20200117
2019,2,Anne Arundel,6233,Monarch Academy,Middle,6.3,14,<= 5.0,*,5.4,12,223.1,20200117
2019,2,Anne Arundel,6233,Monarch Academy,All,6,40,<= 5.0,*,<= 5.0,*,666.6,20200117
2019,2,Anne Arundel,A,All Anne Arundel Schools,Elementary,14,5464,7.9,3096,6.1,2368,38993.8,20200117
2019,2,Anne Arundel,A,All Anne Arundel Schools,Middle,13.1,2448,7.2,1351,5.8,1097,18758.3,20200117
2019,2,Anne Arundel,A,All Anne Arundel Schools,All,14.1,11387,7.7,6270,6.3,5117,80931.9,20200117
2019,2,Anne Arundel,A,All Anne Arundel Schools,High,15,3475,7.9,1823,7.1,1652,23179.8,20200117
2019,3,Baltimore County,54,Extended Day Learning Program,High,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20200117
2019,3,Baltimore County,57,Home Assignments-Elementary,Elementary,*,*,*,*,*,*,*,20200117
2019,3,Baltimore County,58,Home Assignments-Secondary,Middle,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20200117
2019,3,Baltimore County,58,Home Assignments-Secondary,All,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20200117
2019,3,Baltimore County,58,Home Assignments-Secondary,High,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20200117
2019,3,Baltimore County,69,Catonsville Center for Alternative Studies,High,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20200117
2019,3,Baltimore County,70,Meadowood Education Center,Middle,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20200117
2019,3,Baltimore County,72,Rosedale Center,Middle,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20200117
2019,3,Baltimore County,72,Rosedale Center,All,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20200117
2019,3,Baltimore County,72,Rosedale Center,High,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20200117
2019,3,Baltimore County,75,Crossroads Center,Middle,12.9,11,<= 5.0,*,9.4,8,85,20200117
2019,3,Baltimore County,75,Crossroads Center,All,17.8,31,<= 5.0,*,13.2,23,174.5,20200117
2019,3,Baltimore County,75,Crossroads Center,High,22.4,20,5.6,5,16.8,15,89.4,20200117
2019,3,Baltimore County,77,BCDC Educational Center,High,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20200117
2019,3,Baltimore County,101,Catonsville Elementary,Elementary,9.4,58,6.2,38,<= 5.0,*,617.7,20200117
2019,3,Baltimore County,102,Westchester Elementary,Elementary,10.7,70,6.3,41,<= 5.0,*,652.4,20200117
2019,3,Baltimore County,103,Westowne Elementary,Elementary,18.9,113,9.7,58,9.2,55,599.2,20200117
2019,3,Baltimore County,104,Edmondson Heights Elementary,Elementary,26,123,15,71,11,52,472.6,20200117
2019,3,Baltimore County,105,Johnnycake Elementary,Elementary,25.1,166,16.8,111,8.3,55,661.9,20200117
2019,3,Baltimore County,111,Maiden Choice School,Elementary,21.5,11,9.8,5,11.7,6,51.1,20200117
2019,3,Baltimore County,111,Maiden Choice School,Middle,59.8,10,35.9,6,23.9,4,16.7,20200117
2019,3,Baltimore County,111,Maiden Choice School,All,24.1,24,13.1,13,11.1,11,99.4,20200117
2019,3,Baltimore County,111,Maiden Choice School,High,9.5,3,6.3,2,<= 5.0,*,31.6,20200117
2019,3,Baltimore County,112,Dogwood Elementary,Elementary,27.4,186,16.2,110,11.2,76,678.3,20200117
2019,3,Baltimore County,113,Chadwick Elementary,Elementary,38.7,231,19.8,118,18.9,113,596.6,20200117
2019,3,Baltimore County,115,Hillcrest Elementary,Elementary,11.7,79,6.1,41,5.6,38,673.7,20200117
2019,3,Baltimore County,116,Woodbridge Elementary,Elementary,25.2,107,16,68,9.2,39,425.2,20200117
2019,3,Baltimore County,151,Catonsville Middle,Middle,10.2,87,<= 5.0,*,5.3,45,850.8,20200117
2019,3,Baltimore County,155,Southwest Academy,Middle,25.3,207,14.5,119,10.8,88,818,20200117
2019,3,Baltimore County,172,Woodlawn High Center for Pre-Eng. Res.,High,36.4,564,18.7,290,17.7,274,1551.4,20200117
2019,3,Baltimore County,174,Catonsville High,High,16.1,291,7.9,142,8.3,149,1805.5,20200117
2019,3,Baltimore County,175,Western School of Technology & Env. Science,High,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20200117
2019,3,Baltimore County,202,Randallstown Elementary,Elementary,20.4,76,14.2,53,6.2,23,372,20200117
2019,3,Baltimore County,204,Featherbed Lane Elementary,Elementary,33.5,195,20.2,118,13.2,77,582.7,20200117
2019,3,Baltimore County,205,Woodmoor Elementary,Elementary,27.2,146,16,86,11.2,60,537,20200117
2019,3,Baltimore County,206,Scotts Branch Elementary,Elementary,34.4,203,19,112,15.4,91,589.7,20200117
2019,3,Baltimore County,207,Church Lane Elementary Technology,Elementary,11.1,40,7.8,28,<= 5.0,*,359.1,20200117
2019,3,Baltimore County,209,Hebbville Elementary,Elementary,26.7,115,17.6,76,9,39,431,20200117
2019,3,Baltimore County,210,Powhatan Elementary,Elementary,24.4,63,13.5,35,10.8,28,258.6,20200117
2019,3,Baltimore County,211,Winfield Elementary,Elementary,37,176,24.6,117,12.4,59,476,20200117
2019,3,Baltimore County,213,Winand Elementary,Elementary,19.8,87,12.1,53,7.7,34,439.1,20200117
2019,3,Baltimore County,214,Hernwood Elementary,Elementary,25.1,94,14.9,56,10.1,38,374.8,20200117
2019,3,Baltimore County,216,Deer Park Elementary,Elementary,18.5,67,11.3,41,7.2,26,361.6,20200117
2019,3,Baltimore County,217,New Town Elementary,Elementary,17.6,141,11.3,91,6.2,50,802.6,20200117
2019,3,Baltimore County,252,Northwest Academy of Health Sciences,Middle,23.6,195,12.9,107,10.6,88,827.5,20200117
2019,3,Baltimore County,253,Woodlawn Middle,Middle,34.4,197,21,120,13.5,77,572,20200117
2019,3,Baltimore County,254,Deer Park Middle Magnet School,Middle,23.4,301,11.7,151,11.7,150,1285.8,20200117
2019,3,Baltimore County,256,Windsor Mill Middle,Middle,23.6,141,14.4,86,9.2,55,597.3,20200117
2019,3,Baltimore County,271,Milford Mill Academy,High,19.8,242,10.5,129,9.2,113,1222.8,20200117
2019,3,Baltimore County,272,Randallstown High,High,19.2,187,12.2,119,7,68,972.7,20200117
2019,3,Baltimore County,303,Bedford Elementary,Elementary,16.9,54,12.5,40,<= 5.0,*,319.9,20200117
2019,3,Baltimore County,304,Wellwood International Elementary,Elementary,20.8,102,10.2,50,10.6,52,489.6,20200117
2019,3,Baltimore County,307,Milbrook Elementary,Elementary,32.6,133,18.1,74,14.4,59,408.3,20200117
2019,3,Baltimore County,308,Fort Garrison Elementary,Elementary,10.1,28,5.4,15,<= 5.0,*,276.3,20200117
2019,3,Baltimore County,310,Summit Park Elementary,Elementary,6.3,30,<= 5.0,*,<= 5.0,*,479,20200117
2019,3,Baltimore County,311,Woodholme Elementary,Elementary,22.8,180,13.4,106,9.4,74,788.7,20200117
2019,3,Baltimore County,352,Pikesville Middle,Middle,23.3,228,14.2,139,9.1,89,978.1,20200117
2019,3,Baltimore County,353,Sudbrook Magnet Middle,Middle,11.8,124,7.7,81,<= 5.0,*,1054.9,20200117
2019,3,Baltimore County,371,Pikesville High,High,14.4,131,8.8,80,5.6,51,910.5,20200117
2019,3,Baltimore County,402,Owings Mills Elementary,Elementary,34.5,245,20.8,148,13.7,97,710.2,20200117
2019,3,Baltimore County,403,Franklin Elementary,Elementary,9.7,40,6.3,26,<= 5.0,*,411.5,20200117
2019,3,Baltimore County,404,Chatsworth School,Elementary,8.8,32,<= 5.0,*,<= 5.0,*,363.6,20200117
2019,3,Baltimore County,405,Timber Grove Elementary,Elementary,25.2,136,15,81,10.2,55,540.7,20200117
2019,3,Baltimore County,406,Reisterstown Elementary,Elementary,27.1,152,16.9,95,10.1,57,561.8,20200117
2019,3,Baltimore County,407,Glyndon Elementary,Elementary,23.8,119,15.2,76,8.6,43,500.1,20200117
2019,3,Baltimore County,408,Cedarmere Elementary,Elementary,25.3,130,13.6,70,11.7,60,514.8,20200117
2019,3,Baltimore County,410,Lyons Mill Elementary,Elementary,29.4,227,15.2,117,14.3,110,771.7,20200117
2019,3,Baltimore County,451,Franklin Middle,Middle,20.5,256,11.6,145,8.9,111,1246.1,20200117
2019,3,Baltimore County,452,Owings Mills High,High,37.3,435,24.2,282,13.1,153,1167.3,20200117
2019,3,Baltimore County,472,Franklin High,High,14.6,211,7.7,112,6.8,99,1446.2,20200117
2019,3,Baltimore County,473,New Town High,High,19.2,211,10,110,9.2,101,1098.8,20200117
2019,3,Baltimore County,501,Fifth District Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20200117
2019,3,Baltimore County,601,Prettyboy Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20200117
2019,3,Baltimore County,701,Seventh District Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20200117
2019,3,Baltimore County,772,Hereford High,High,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20200117
2019,3,Baltimore County,801,Sparks Elementary,Elementary,5.5,27,<= 5.0,*,<= 5.0,*,492.8,20200117
2019,3,Baltimore County,803,Lutherville Laboratory,Elementary,15.2,54,7.6,27,7.6,27,354.2,20200117
2019,3,Baltimore County,805,Timonium Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20200117
