Academic Year,LSS Number,LSS Name,School Number,School Name,School Type,Mobility Rate,Mobility Count,Entrants Rate,Entrants Count,Withdrawals Rate,Withdrawals Count,Avg Daily Member Count,Create Date
2019,3,Baltimore County,808,Pot Spring Elementary,Elementary,20.6,90,9.4,41,11.2,49,437.7,20200117
2019,3,Baltimore County,809,Riderwood Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20200117
2019,3,Baltimore County,810,Padonia International Elementary,Elementary,34.1,155,23.3,106,10.8,49,454.8,20200117
2019,3,Baltimore County,811,Pinewood Elementary,Elementary,8.4,44,<= 5.0,*,<= 5.0,*,525.4,20200117
2019,3,Baltimore County,813,Warren Elementary,Elementary,22.3,83,11.6,43,10.8,40,371.9,20200117
2019,3,Baltimore County,814,Mays Chapel Elementary,Elementary,21,148,10.9,77,10.1,71,705.7,20200117
2019,3,Baltimore County,852,Ridgely Middle,Middle,7.8,91,<= 5.0,*,<= 5.0,*,1162.2,20200117
2019,3,Baltimore County,853,Cockeysville Middle,Middle,11.2,105,6,56,5.2,49,940,20200117
2019,3,Baltimore County,855,Hereford Middle,Middle,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20200117
2019,3,Baltimore County,872,Dulaney High,High,8.3,156,<= 5.0,*,<= 5.0,*,1872.4,20200117
2019,3,Baltimore County,905,Stoneleigh Elementary,Elementary,6.4,51,<= 5.0,*,<= 5.0,*,797.7,20200117
2019,3,Baltimore County,907,Rodgers Forge Elementary,Elementary,10.6,48,5.5,25,5.1,23,450.9,20200117
2019,3,Baltimore County,908,Villa Cresta Elementary,Elementary,13.9,88,7.9,50,6,38,635.2,20200117
2019,3,Baltimore County,909,Pleasant Plains Elementary,Elementary,24,156,14,91,10,65,651.1,20200117
2019,3,Baltimore County,910,Oakleigh Elementary,Elementary,27.6,148,19.7,106,7.8,42,537.1,20200117
2019,3,Baltimore County,911,Hampton Elementary,Elementary,10.8,58,5.8,31,<= 5.0,*,535.6,20200117
2019,3,Baltimore County,912,Halstead Academy,Elementary,29.4,125,20.7,88,8.7,37,425.7,20200117
2019,3,Baltimore County,915,Harford Hills Elementary,Elementary,22.6,87,10.1,39,12.5,48,384.3,20200117
2019,3,Baltimore County,916,Cromwell Valley Elementary Technology,Elementary,11.5,41,<= 5.0,*,7,25,356.9,20200117
2019,3,Baltimore County,921,Pine Grove Elementary,Elementary,11.4,65,7.7,44,<= 5.0,*,571.9,20200117
2019,3,Baltimore County,922,Ridge Ruxton,Elementary,31,15,16.6,8,14.5,7,48.3,20200117
2019,3,Baltimore County,922,Ridge Ruxton,Middle,12.6,3,<= 5.0,*,8.4,2,23.7,20200117
2019,3,Baltimore County,922,Ridge Ruxton,All,20.1,23,10.5,12,9.6,11,114.2,20200117
2019,3,Baltimore County,922,Ridge Ruxton,High,11.9,5,7.1,3,<= 5.0,*,42.1,20200117
2019,3,Baltimore County,923,White Oak School,Elementary,52.2,51,27.7,27,24.6,24,97.6,20200117
2019,3,Baltimore County,925,West Towson Elementary,Elementary,11,53,6.7,32,<= 5.0,*,481.2,20200117
