Year,LSS Number,LSS Name,School Number,School Name,Star Rating,Total Points Earned Percentage,Percentile Rank Elementary,Percentile Rank Middle,Percentile Rank High
2019,8,Charles,501,Dr. Thomas L. Higdon Elementary School,4,66,62,na,na
2019,8,Charles,503,Piccowaxen Middle School,3,54,na,51,na
2019,8,Charles,604,Dr. Samuel A. Mudd Elementary School,4,67,63,na,na
2019,8,Charles,605,Thomas Stone High School,3,54,na,na,35
2019,8,Charles,606,J. P. Ryon Elementary School,3,54,24,na,na
2019,8,Charles,608,John Hanson Middle School,3,45,na,27,na
2019,8,Charles,609,Dr. James Craik Elementary School,5,76,87,na,na
2019,8,Charles,611,Dr. Gustavus Brown Elementary,3,56,30,na,na
2019,8,Charles,612,Arthur Middleton Elementary School,3,58,34,na,na
2019,8,Charles,613,Benjamin Stoddert Middle School,2,42,na,18,na
2019,8,Charles,616,Eva Turner Elementary School,4,60,43,na,na
2019,8,Charles,617,Daniel of St. Thomas Jenifer Elementary School,3,56,29,na,na
2019,8,Charles,618,William B. Wade Elementary School,4,65,58,na,na
2019,8,Charles,619,Westlake High School,4,60,na,na,48
2019,8,Charles,620,C. Paul Barnhart Elementary School,4,66,62,na,na
2019,8,Charles,621,Mattawoman Middle School,3,57,na,57,na
2019,8,Charles,622,Berry Elementary School,4,64,54,na,na
2019,8,Charles,623,North Point High School,5,77,na,na,88
2019,8,Charles,624,William A. Diggs Elementary,4,60,40,na,na
2019,8,Charles,625,Theodore G. Davis Middle School,3,59,na,60,na
2019,8,Charles,626,Mary B. Neal Elementary School,4,63,52,na,na
2019,8,Charles,701,Matthew Henson Middle School,3,51,na,42,na
2019,8,Charles,703,J. C. Parks Elementary School,3,56,30,na,na
2019,8,Charles,705,General Smallwood Middle School,3,45,na,25,na
2019,8,Charles,708,Robert D. Stethem Educational Center,1,20,na,na,1
2019,8,Charles,710,Indian Head Elementary School,3,56,30,na,na
2019,8,Charles,801,T. C. Martin Elementary School,4,67,64,na,na
2019,8,Charles,802,St. Charles High School,4,61,na,na,52
2019,8,Charles,902,Malcolm Elementary School,4,67,65,na,na
2019,8,Charles,1001,Gale-Bailey Elementary School,3,56,28,na,na
2019,8,Charles,1002,Henry E. Lackey High School,3,56,na,na,38
2019,9,Dorchester,205,Warwick Elementary School,4,69,69,na,na
2019,9,Dorchester,207,North Dorchester High School,4,62,na,na,54
2019,9,Dorchester,208,North Dorchester Middle School,3,52,na,46,na
2019,9,Dorchester,302,Vienna Elementary School,4,60,42,na,na
2019,9,Dorchester,508,South Dorchester School,4,74,73,97,na
2019,9,Dorchester,707,Mace's Lane Middle School,2,36,na,9,na
2019,9,Dorchester,710,Sandy Hill Elementary School,3,45,8,na,na
2019,9,Dorchester,711,Maple Elementary School,3,51,18,na,na
2019,9,Dorchester,713,Cambridge-South Dorchester High School,3,49,na,na,26
2019,9,Dorchester,716,Choptank Elementary School,3,54,25,na,na
2019,9,Dorchester,1503,Hurlock Elementary School,3,46,10,na,na
2019,10,Frederick,108,Carroll Manor Elementary,4,74,83,na,na
2019,10,Frederick,109,Tuscarora Elementary,4,64,55,na,na
2019,10,Frederick,201,Parkway Elementary,4,71,76,na,na
2019,10,Frederick,204,Lincoln Elementary,4,64,56,na,na
2019,10,Frederick,209,Frederick High,3,59,na,na,46
2019,10,Frederick,210,North Frederick Elementary,4,65,58,na,na
2019,10,Frederick,211,West Frederick Middle,4,64,na,73,na
2019,10,Frederick,213,Gov. Thomas Johnson High,3,56,na,na,40
2019,10,Frederick,219,Monocacy Middle,3,51,na,42,na
2019,10,Frederick,222,Monocacy Elementary,4,66,62,na,na
2019,10,Frederick,223,Ballenger Creek Elementary,4,66,59,na,na
2019,10,Frederick,225,Gov. Thomas Johnson Middle,3,59,na,61,na
2019,10,Frederick,226,Monocacy Valley Montessori School,5,79,76,99,na
2019,10,Frederick,227,Crestwood Middle,3,54,na,50,na
2019,10,Frederick,228,Carroll Creek Montessori Public Charter School,5,76,79,99,na
2019,10,Frederick,303,Middletown Elementary,4,71,76,na,na
2019,10,Frederick,311,Middletown Middle,4,72,na,89,na
2019,10,Frederick,313,Middletown High,5,82,na,na,96
2019,10,Frederick,503,Emmitsburg Elementary,4,68,66,na,na
2019,10,Frederick,603,Wolfsville Elementary,5,77,89,na,na
2019,10,Frederick,702,Urbana Elementary,5,78,91,na,na
2019,10,Frederick,713,Urbana High,5,78,na,na,92
2019,10,Frederick,714,Windsor Knolls Middle,4,72,na,90,na
2019,10,Frederick,715,Centerville Elementary,5,81,96,na,na
2019,10,Frederick,716,Urbana Middle,4,73,na,91,na
2019,10,Frederick,801,Liberty Elementary,4,67,65,na,na
2019,10,Frederick,903,New Market Elementary,5,80,94,na,na
2019,10,Frederick,912,Linganore High,5,81,na,na,94
2019,10,Frederick,913,Green Valley Elementary,4,67,63,na,na
2019,10,Frederick,914,New Market Middle,4,71,na,88,na
2019,10,Frederick,915,Kemptown Elementary,5,80,95,na,na
2019,10,Frederick,916,Spring Ridge Elementary,4,68,67,na,na
2019,10,Frederick,917,Deer Crossing Elementary,4,74,83,na,na
2019,10,Frederick,918,Oakdale Middle,4,74,na,91,na
2019,10,Frederick,919,Oakdale Elementary,4,73,80,na,na
2019,10,Frederick,920,Oakdale High,5,82,na,na,96
2019,10,Frederick,1001,Sabillasville Elementary,5,78,92,na,na
2019,10,Frederick,1105,New Midway/Woodsboro Elementary,4,67,66,na,na
2019,10,Frederick,1301,Frederick Classical Charter School,5,77,91,95,na
2019,10,Frederick,1406,Valley Elementary,5,77,88,na,na
2019,10,Frederick,1503,Thurmont Elementary,4,63,51,na,na
2019,10,Frederick,1509,Catoctin High,4,67,na,na,66
2019,10,Frederick,1510,Thurmont Middle,4,63,na,71,na
2019,10,Frederick,1604,Myersville Elementary,5,75,84,na,na
2019,10,Frederick,1801,Twin Ridge Elementary,4,66,61,na,na
2019,10,Frederick,2001,Lewistown Elementary,4,73,80,na,na
2019,10,Frederick,2103,Yellow Springs Elementary,4,71,75,na,na
2019,10,Frederick,2107,Whittier Elementary,4,72,78,na,na
2019,10,Frederick,2302,Hillcrest Elementary,3,59,39,na,na
2019,10,Frederick,2305,Ballenger Creek Middle,3,56,na,56,na
2019,10,Frederick,2306,Orchard Grove Elementary,4,62,48,na,na
2019,10,Frederick,2307,Tuscarora High,4,69,na,na,70
2019,10,Frederick,2308,Butterfly Ridge Elementary,3,49,13,na,na
2019,10,Frederick,2403,Waverley Elementary,4,66,62,na,na
2019,10,Frederick,2503,Brunswick High,4,70,na,na,73
2019,10,Frederick,2504,Brunswick Elementary,4,61,44,na,na
2019,10,Frederick,2525,Brunswick Middle,4,62,na,69,na
2019,10,Frederick,2606,Walkersville Middle,4,60,na,65,na
2019,10,Frederick,2607,Walkersville Elementary,4,61,45,na,na
2019,10,Frederick,2610,Walkersville High,5,75,na,na,83
2019,10,Frederick,2611,Glade Elementary,4,74,84,na,na
2019,11,Garrett,202,Friendsville Elementary,4,61,44,na,na
2019,11,Garrett,301,Grantsville Elementary,4,65,58,na,na
2019,11,Garrett,501,Accident Elementary,4,72,78,na,na
2019,11,Garrett,511,Northern Middle School,4,73,na,90,na
2019,11,Garrett,512,Northern Garrett High School,4,74,na,na,81
2019,11,Garrett,707,Broad Ford Elementary,4,62,48,na,na
2019,11,Garrett,708,Southern Middle School,3,52,na,45,na
2019,11,Garrett,709,Southern Garrett High School,4,66,na,na,64
2019,11,Garrett,710,Yough Glades Elementary,3,59,37,na,na
2019,11,Garrett,812,Swan Meadow School,4,74,77,96,na
2019,11,Garrett,904,Route 40 Elementary,4,71,75,na,na
2019,11,Garrett,1408,Crellin Elementary,4,69,69,na,na
2019,12,Harford,113,William S. James Elementary,4,65,59,na,na
2019,12,Harford,115,Edgewood Elementary,4,62,47,na,na
2019,12,Harford,120,Deerfield Elementary,3,57,31,na,na
2019,12,Harford,121,Emmorton Elementary,4,71,76,na,na
2019,12,Harford,123,Abingdon Elementary,4,62,47,na,na
2019,12,Harford,125,Church Creek Elementary,4,63,49,na,na
2019,12,Harford,131,Magnolia Elementary,3,46,9,na,na
2019,12,Harford,137,Joppatowne Elementary,3,54,23,na,na
2019,12,Harford,140,William Paca/Old Post Road Elementary,3,59,38,na,na
2019,12,Harford,143,Riverside Elementary,3,58,35,na,na
2019,12,Harford,176,Edgewood High,3,51,na,na,31
2019,12,Harford,177,Edgewood Middle,2,43,na,20,na
2019,12,Harford,181,Joppatowne High,3,50,na,na,30
2019,12,Harford,184,Magnolia Middle,2,42,na,19,na
2019,12,Harford,187,Patterson Mill High School,5,76,na,na,85
2019,12,Harford,188,Patterson Mill Middle School,4,68,na,81,na
2019,12,Harford,211,G. Lisby Elementary at Hillsdale,3,57,33,na,na
2019,12,Harford,212,Bakerfield Elementary,4,67,65,na,na
2019,12,Harford,230,Halls Cross Roads Elementary,3,51,18,na,na
2019,12,Harford,265,Aberdeen Middle,2,44,na,22,na
2019,12,Harford,270,Aberdeen High,3,57,na,na,41
2019,12,Harford,292,Center for Educational Opportunity,1,26,na,na,5
2019,12,Harford,304,Harford Technical High,5,77,na,na,89
2019,12,Harford,314,Bel Air Elementary,5,77,89,na,na
2019,12,Harford,316,Churchville Elementary,5,77,89,na,na
2019,12,Harford,326,Forest Hill Elementary,5,79,93,na,na
2019,12,Harford,327,Fountain Green Elementary,4,71,76,na,na
2019,12,Harford,328,Forest Lakes Elementary,5,78,90,na,na
2019,12,Harford,329,Prospect Mill Elementary,5,76,87,na,na
2019,12,Harford,333,Hickory Elementary,4,72,78,na,na
2019,12,Harford,335,Homestead/Wakefield Elementary,5,76,88,na,na
2019,12,Harford,345,Ring Factory Elementary,4,74,83,na,na
2019,12,Harford,348,Youths Benefit Elementary,5,83,98,na,na
2019,12,Harford,349,Red Pump Elementary School,5,78,92,na,na
2019,12,Harford,372,Bel Air Middle,4,62,na,70,na
2019,12,Harford,373,Bel Air High,4,72,na,na,76
2019,12,Harford,374,Southampton Middle,4,66,na,78,na
2019,12,Harford,382,Fallston High,5,78,na,na,90
2019,12,Harford,385,C. Milton Wright High,5,75,na,na,81
2019,12,Harford,386,Fallston Middle School,4,68,na,81,na
2019,12,Harford,436,Jarrettsville Elementary,5,76,87,na,na
2019,12,Harford,441,Norrisville Elementary,5,76,88,na,na
2019,12,Harford,447,North Bend Elementary,5,78,91,na,na
2019,12,Harford,518,Darlington Elementary,4,70,72,na,na
2019,12,Harford,522,Dublin Elementary,4,70,74,na,na
2019,12,Harford,544,North Harford Elementary,5,77,88,na,na
2019,12,Harford,580,North Harford High,5,78,na,na,91
2019,12,Harford,583,North Harford Middle,4,67,na,80,na
2019,12,Harford,632,Havre de Grace Elementary,4,66,62,na,na
2019,12,Harford,638,Meadowvale Elementary,4,67,65,na,na
2019,12,Harford,639,Roye-Williams Elementary,3,55,26,na,na
2019,12,Harford,678,Havre de Grace High,4,63,na,na,57
2019,12,Harford,679,Havre de Grace Middle,3,53,na,47,na
2019,13,Howard,80,Homewood School,1,27,na,0,6
2019,13,Howard,101,Elkridge Elementary,4,64,53,na,na
2019,13,Howard,103,Deep Run Elementary,4,65,57,na,na
2019,13,Howard,104,Mayfield Woods Middle,3,59,na,61,na
2019,13,Howard,105,Rockburn Elementary,4,72,78,na,na
2019,13,Howard,106,Elkridge Landing Middle,4,69,na,83,na
2019,13,Howard,107,Ilchester Elementary,4,74,84,na,na
2019,13,Howard,108,Bonnie Branch Middle,4,65,na,76,na
2019,13,Howard,109,Ducketts Lane Elementary,4,63,50,na,na
2019,13,Howard,110,Thomas Viaduct Middle,4,60,na,66,na
2019,13,Howard,111,Hanover Hills Elementary,4,61,44,na,na
2019,13,Howard,202,Ellicott Mills Middle,4,69,na,85,na
2019,13,Howard,203,Howard High,5,75,na,na,83
2019,13,Howard,204,St. Johns Lane Elementary,4,68,68,na,na
2019,13,Howard,207,Mount Hebron High,4,74,na,na,80
2019,13,Howard,208,Northfield Elementary,5,77,89,na,na
2019,13,Howard,209,Patapsco Middle,4,64,na,73,na
2019,13,Howard,210,Centennial Lane Elementary,5,77,89,na,na
2019,13,Howard,211,Dunloggin Middle,4,69,na,84,na
2019,13,Howard,213,Worthington Elementary,5,78,91,na,na
2019,13,Howard,214,Centennial High,5,80,na,na,93
2019,13,Howard,215,Waverly Elementary,5,82,97,na,na
2019,13,Howard,216,Burleigh Manor Middle School,5,77,na,97,na
2019,13,Howard,217,Hollifield Station Elementary,4,63,50,na,na
2019,13,Howard,218,Bellows Spring Elementary,5,79,92,na,na
2019,13,Howard,219,Veterans Elementary,4,74,83,na,na
2019,13,Howard,302,West Friendship Elementary,5,82,97,na,na
2019,13,Howard,304,Mount View Middle,5,78,na,97,na
2019,13,Howard,305,Manor Woods Elementary,5,79,93,na,na
2019,13,Howard,306,Triadelphia Ridge Elementary,5,81,96,na,na
2019,13,Howard,307,Folly Quarter Middle,5,78,na,97,na
2019,13,Howard,308,Marriotts Ridge High,5,85,na,na,98
2019,13,Howard,404,Glenelg High,5,83,na,na,97
2019,13,Howard,405,Glenwood Middle,5,83,na,99,na
2019,13,Howard,406,Bushy Park Elementary,5,76,88,na,na
2019,13,Howard,407,Lisbon Elementary,5,76,87,na,na
2019,13,Howard,505,Clarksville Elementary,5,81,96,na,na
2019,13,Howard,509,Atholton High,5,77,na,na,87
2019,13,Howard,510,Bryant Woods Elementary,3,52,19,na,na
2019,13,Howard,512,Wilde Lake Middle,3,52,na,44,na
2019,13,Howard,514,Longfellow Elementary,4,60,40,na,na
2019,13,Howard,515,Running Brook Elementary,4,61,45,na,na
2019,13,Howard,516,Wilde Lake High,4,60,na,na,49
2019,13,Howard,517,Swansfield Elementary,3,53,21,na,na
2019,13,Howard,518,Harpers Choice Middle,3,49,na,36,na
2019,13,Howard,520,Clemens Crossing Elementary,4,73,81,na,na
2019,13,Howard,521,Clarksville Middle,5,78,na,98,na
2019,13,Howard,523,Pointers Run Elementary,5,79,94,na,na
2019,13,Howard,524,River Hill High,5,81,na,na,95
2019,13,Howard,525,Fulton Elementary,4,74,82,na,na
2019,13,Howard,526,Lime Kiln Middle,5,77,na,96,na
2019,13,Howard,527,Reservoir High,4,68,na,na,69
2019,13,Howard,528,Dayton Oaks Elementary,5,75,85,na,na
2019,13,Howard,602,Guilford Elementary,4,60,42,na,na
2019,13,Howard,603,Atholton Elementary,4,74,83,na,na
2019,13,Howard,604,Waterloo Elementary,4,72,78,na,na
2019,13,Howard,605,Thunder Hill Elementary,4,71,75,na,na
2019,13,Howard,606,Hammond Elementary,4,71,75,na,na
2019,13,Howard,607,Hammond Middle School,4,71,na,87,na
2019,13,Howard,608,Stevens Forest Elementary,4,63,52,na,na
2019,13,Howard,609,Talbott Springs Elementary,4,66,61,na,na
2019,13,Howard,610,Oakland Mills Middle,3,53,na,48,na
2019,13,Howard,611,Oakland Mills High,3,56,na,na,40
2019,13,Howard,612,Phelps Luck Elementary,4,67,63,na,na
2019,13,Howard,613,Jeffers Hill Elementary,4,72,77,na,na
2019,13,Howard,616,Cradlerock Elementary,3,45,9,na,na
2019,13,Howard,617,Lake Elkhorn Middle,3,48,na,33,na
2019,13,Howard,618,Laurel Woods Elementary,4,65,58,na,na
2019,13,Howard,619,Hammond High,4,64,na,na,60
2019,13,Howard,620,Bollman Bridge Elementary,3,59,38,na,na
2019,13,Howard,621,Patuxent Valley Middle,3,59,na,60,na
2019,13,Howard,622,Forest Ridge Elementary,4,68,67,na,na
2019,13,Howard,623,Long Reach High,4,61,na,na,50
2019,13,Howard,624,Murray Hill Middle,3,59,na,61,na
2019,13,Howard,625,Gorman Crossing Elementary,4,67,64,na,na
2019,14,Kent,105,Galena Elementary School,3,50,16,na,na
2019,14,Kent,301,Kent County High,4,62,na,na,54
2019,14,Kent,402,Kent County Middle School,3,53,na,48,na
2019,14,Kent,403,H. H. Garnett Elementary,4,61,43,na,na
2019,14,Kent,504,Rock Hall Elementary,3,55,26,na,na
2019,15,Montgomery,51,Laytonsville Elementary,4,69,71,na,na
2019,15,Montgomery,100,Clopper Mill Elementary,2,38,4,na,na
2019,15,Montgomery,101,Clarksburg Elementary,4,63,52,na,na
2019,15,Montgomery,102,Germantown Elementary,4,61,44,na,na
2019,15,Montgomery,104,Seneca Valley High,3,55,na,na,37
2019,15,Montgomery,105,Ridgeview Middle,3,59,na,61,na
2019,15,Montgomery,106,Fox Chapel Elementary,4,64,57,na,na
2019,15,Montgomery,107,Martin Luther King Jr. Middle,3,49,na,36,na
2019,15,Montgomery,108,Lake Seneca Elementary,3,57,33,na,na
2019,15,Montgomery,109,Waters Landing Elementary,4,67,64,na,na
2019,15,Montgomery,110,S. Christa McAuliffe Elementary,4,60,41,na,na
2019,15,Montgomery,111,Captain James E. Daly Elementary,3,49,13,na,na
2019,15,Montgomery,115,Neelsville Middle,2,41,na,17,na
2019,15,Montgomery,125,Quince Orchard High,4,64,na,na,58
2019,15,Montgomery,152,Poolesville High,5,79,na,na,92
2019,15,Montgomery,153,Poolesville Elementary,5,80,95,na,na
2019,15,Montgomery,155,Rosa M. Parks Middle,4,66,na,78,na
2019,15,Montgomery,156,Lois P. Rockwell Elementary,4,74,83,na,na
2019,15,Montgomery,157,Roberto W. Clemente Middle,3,50,na,41,na
2019,15,Montgomery,158,Ronald A. McNair Elementary,4,73,79,na,na
2019,15,Montgomery,159,Rachel Carson Elementary,3,55,26,na,na
2019,15,Montgomery,201,Richard Montgomery High,4,68,na,na,68
2019,15,Montgomery,204,Garrett Park Elementary,4,65,59,na,na
2019,15,Montgomery,206,Twinbrook Elementary,3,57,33,na,na
2019,15,Montgomery,207,Beall Elementary,4,69,69,na,na
2019,15,Montgomery,209,Lakewood Elementary,5,77,90,na,na
2019,15,Montgomery,210,Maryvale Elementary,4,67,66,na,na
2019,15,Montgomery,211,Julius West Middle,4,67,na,80,na
2019,15,Montgomery,212,Meadow Hall Elementary,3,54,23,na,na
2019,15,Montgomery,215,Carl Sandburg Center,1,25,0,na,na
2019,15,Montgomery,216,Travilah Elementary,5,82,98,na,na
2019,15,Montgomery,219,Farmland Elementary,5,79,93,na,na
2019,15,Montgomery,220,Luxmanor Elementary,5,82,97,na,na
2019,15,Montgomery,226,Beverly Farms Elementary,5,77,89,na,na
2019,15,Montgomery,227,Ritchie Park Elementary,5,77,90,na,na
2019,15,Montgomery,228,Herbert Hoover Middle,5,76,na,95,na
2019,15,Montgomery,229,College Gardens Elementary,4,66,63,na,na
2019,15,Montgomery,230,Rockville High,4,64,na,na,59
2019,15,Montgomery,232,Tilden Middle,4,63,na,71,na
2019,15,Montgomery,233,Fallsmead Elementary,5,80,95,na,na
2019,15,Montgomery,234,Thomas S. Wootton High,5,80,na,na,93
2019,15,Montgomery,235,Wayside Elementary,5,87,99,na,na
2019,15,Montgomery,237,Robert Frost Middle,4,74,na,92,na
2019,15,Montgomery,238,Cold Spring Elementary,5,83,98,na,na
2019,15,Montgomery,239,Alternative Programs,1,21,na,na,3
2019,15,Montgomery,241,DuFief Elementary,4,67,63,na,na
2019,15,Montgomery,242,Dr. Sally K. Ride Elementary,3,59,39,na,na
2019,15,Montgomery,244,Thurgood Marshall Elementary,4,66,60,na,na
2019,15,Montgomery,246,Northwest High,4,69,na,na,69
2019,15,Montgomery,247,John H. Poole Middle,4,64,na,74,na
2019,15,Montgomery,248,Forest Oak Middle,2,40,na,16,na
2019,15,Montgomery,249,Clarksburg High,4,64,na,na,61
2019,15,Montgomery,302,Burtonsville Elementary,4,61,44,na,na
2019,15,Montgomery,303,Fairland Elementary,3,57,31,na,na
2019,15,Montgomery,304,JoAnn Leleck at Broad Acres Elementary,4,69,71,na,na
2019,15,Montgomery,305,Jackson Road Elementary,3,59,38,na,na
2019,15,Montgomery,308,Cloverly Elementary,4,67,66,na,na
2019,15,Montgomery,309,Burnt Mills Elementary,4,66,61,na,na
2019,15,Montgomery,310,Cannon Road Elementary,3,59,37,na,na
2019,15,Montgomery,311,Francis Scott Key Middle,2,43,na,19,na
2019,15,Montgomery,312,William Tyler Page Elementary,4,63,52,na,na
2019,15,Montgomery,313,Galway Elementary,4,64,56,na,na
2019,15,Montgomery,315,Paint Branch High,4,66,na,na,65
2019,15,Montgomery,316,Stonegate Elementary,4,69,69,na,na
2019,15,Montgomery,321,James Hubert Blake High,4,62,na,na,53
2019,15,Montgomery,333,Benjamin Banneker Middle,3,47,na,31,na
2019,15,Montgomery,334,Greencastle Elementary,4,60,41,na,na
2019,15,Montgomery,335,Briggs Chaney Middle,3,50,na,40,na
2019,15,Montgomery,336,Little Bennett Elementary,5,80,94,na,na
2019,15,Montgomery,337,"William B. Gibbs, Jr. Elementary",4,70,74,na,na
2019,15,Montgomery,340,Great Seneca Creek Elementary,4,63,51,na,na
2019,15,Montgomery,341,Wilson Wims Elementary,4,73,80,na,na
2019,15,Montgomery,345,Hallie Wells Middle,4,62,na,70,na
2019,15,Montgomery,346,Bayard Rustin Elementary,4,74,82,na,na
2019,15,Montgomery,351,Darnestown Elementary,4,65,59,na,na
2019,15,Montgomery,360,Jones Lane Elementary,4,73,79,na,na
2019,15,Montgomery,401,Bethesda Elementary,5,78,91,na,na
2019,15,Montgomery,403,Chevy Chase Elementary,5,81,96,na,na
2019,15,Montgomery,405,Somerset Elementary,4,74,83,na,na
2019,15,Montgomery,406,Bethesda-Chevy Chase High,4,73,na,na,77
2019,15,Montgomery,408,Westbrook Elementary,5,83,98,na,na
2019,15,Montgomery,410,Bradley Hills Elementary,5,83,98,na,na
2019,15,Montgomery,412,Westland Middle,4,70,na,86,na
2019,15,Montgomery,413,North Bethesda Middle,4,69,na,85,na
2019,15,Montgomery,415,North Chevy Chase Elementary,5,79,93,na,na
2019,15,Montgomery,417,Wood Acres Elementary,5,80,94,na,na
2019,15,Montgomery,419,Burning Tree Elementary,5,75,85,na,na
2019,15,Montgomery,420,Bannockburn Elementary,5,88,99,na,na
2019,15,Montgomery,422,Wyngate Elementary,5,85,99,na,na
2019,15,Montgomery,424,Walter Johnson High,5,76,na,na,84
2019,15,Montgomery,425,Ashburton Elementary,4,70,72,na,na
2019,15,Montgomery,427,Walt Whitman High,5,82,na,na,95
2019,15,Montgomery,428,Thomas W. Pyle Middle,5,75,na,93,na
2019,15,Montgomery,501,Sherwood Elementary,4,68,67,na,na
2019,15,Montgomery,502,Olney Elementary,4,72,78,na,na
2019,15,Montgomery,503,Sherwood High,4,67,na,na,66
2019,15,Montgomery,504,Westover Elementary,4,72,77,na,na
2019,15,Montgomery,505,Lucy V. Barnsley Elementary,4,73,81,na,na
2019,15,Montgomery,506,Flower Valley Elementary,4,72,78,na,na
2019,15,Montgomery,507,William H. Farquhar Middle,4,64,na,73,na
2019,15,Montgomery,508,Candlewood Elementary,4,69,69,na,na
2019,15,Montgomery,510,Col. Zadok Magruder High,3,58,na,na,44
2019,15,Montgomery,511,Cashell Elementary,4,74,83,na,na
2019,15,Montgomery,512,Greenwood Elementary,4,74,82,na,na
2019,15,Montgomery,513,Belmont Elementary,5,82,97,na,na
2019,15,Montgomery,514,Judith A. Resnik Elementary,3,56,29,na,na
2019,15,Montgomery,517,Sligo Creek Elementary,4,71,76,na,na
2019,15,Montgomery,518,Brooke Grove Elementary,4,60,41,na,na
2019,15,Montgomery,521,Shady Grove Middle,3,45,na,27,na
2019,15,Montgomery,522,Lakelands Park Middle,4,63,na,72,na
2019,15,Montgomery,523,Spark M. Matsunaga Elementary,4,72,79,na,na
2019,15,Montgomery,545,Watkins Mill High,3,47,na,na,24
2019,15,Montgomery,546,Goshen Elementary,3,59,39,na,na
2019,15,Montgomery,549,Flower Hill Elementary,3,53,20,na,na
2019,15,Montgomery,551,Gaithersburg High,3,52,na,na,32
2019,15,Montgomery,552,Washington Grove Elementary,4,64,54,na,na
2019,15,Montgomery,553,Gaithersburg Elementary,4,63,51,na,na
2019,15,Montgomery,554,Gaithersburg Middle,3,51,na,41,na
2019,15,Montgomery,555,Rosemont Elementary,4,61,46,na,na
2019,15,Montgomery,556,Mill Creek Towne Elementary,3,57,34,na,na
2019,15,Montgomery,557,Montgomery Village Middle,3,45,na,28,na
2019,15,Montgomery,558,Whetstone Elementary,4,65,57,na,na
2019,15,Montgomery,559,Brown Station Elementary,3,53,22,na,na
2019,15,Montgomery,561,Watkins Mill Elementary,2,34,2,na,na
2019,15,Montgomery,562,Redland Middle,3,50,na,39,na
2019,15,Montgomery,563,Summit Hall Elementary,3,57,32,na,na
2019,15,Montgomery,564,South Lake Elementary,3,54,24,na,na
2019,15,Montgomery,565,Sequoyah Elementary,4,67,63,na,na
2019,15,Montgomery,566,Fields Road Elementary,4,64,55,na,na
2019,15,Montgomery,568,Stedwick Elementary,3,55,26,na,na
2019,15,Montgomery,569,Strawberry Knoll Elementary,4,64,54,na,na
2019,15,Montgomery,570,Diamond Elementary,5,77,90,na,na
2019,15,Montgomery,601,Potomac Elementary,5,78,92,na,na
2019,15,Montgomery,602,Winston Churchill High,4,73,na,na,78
2019,15,Montgomery,603,Seven Locks Elementary,5,80,95,na,na
2019,15,Montgomery,604,Carderock Springs Elementary,5,83,98,na,na
2019,15,Montgomery,606,Cabin John Middle,4,73,na,90,na
2019,15,Montgomery,607,Bells Mill Elementary,5,81,96,na,na
2019,15,Montgomery,647,Silver Spring International Middle,3,47,na,31,na
2019,15,Montgomery,652,Monocacy Elementary,5,77,89,na,na
2019,15,Montgomery,653,Stone Mill Elementary,5,79,93,na,na
2019,15,Montgomery,701,Damascus High,4,68,na,na,67
2019,15,Montgomery,702,Damascus Elementary,4,64,55,na,na
2019,15,Montgomery,703,Cedar Grove Elementary,4,72,77,na,na
2019,15,Montgomery,704,Woodfield Elementary,5,80,95,na,na
2019,15,Montgomery,705,John T. Baker Middle,3,58,na,59,na
2019,15,Montgomery,706,Clearspring Elementary,4,68,67,na,na
2019,15,Montgomery,707,Rocky Hill Middle,3,58,na,59,na
2019,15,Montgomery,708,Kingsview Middle,4,60,na,64,na
2019,15,Montgomery,747,Dr. Charles R. Drew Elementary,5,75,85,na,na
2019,15,Montgomery,749,Piney Branch Elementary,4,68,67,na,na
2019,15,Montgomery,755,Takoma Park Middle,4,67,na,80,na
2019,15,Montgomery,756,East Silver Spring Elementary,4,64,57,na,na
2019,15,Montgomery,757,Montgomery Blair High,4,61,na,na,52
2019,15,Montgomery,761,Pine Crest Elementary,4,63,53,na,na
2019,15,Montgomery,764,Woodlin Elementary,4,71,76,na,na
2019,15,Montgomery,766,Oak View Elementary,4,64,54,na,na
2019,15,Montgomery,767,Glen Haven Elementary,4,60,40,na,na
2019,15,Montgomery,769,Oakland Terrace Elementary,5,76,87,na,na
2019,15,Montgomery,770,Flora M. Singer Elementary,4,63,51,na,na
2019,15,Montgomery,771,Rolling Terrace Elementary,3,56,30,na,na
2019,15,Montgomery,772,Viers Mill Elementary,4,66,62,na,na
2019,15,Montgomery,773,Rock Creek Forest Elementary,4,73,80,na,na
2019,15,Montgomery,774,Highland Elementary,4,67,66,na,na
2019,15,Montgomery,775,Eastern Middle,3,51,na,43,na
2019,15,Montgomery,777,Weller Road Elementary,4,66,60,na,na
2019,15,Montgomery,778,Sligo Middle,3,52,na,45,na
2019,15,Montgomery,779,Sargent Shriver Elementary,4,60,41,na,na
2019,15,Montgomery,782,Wheaton High,4,60,na,na,50
2019,15,Montgomery,783,Kensington Parkwood Elementary,4,65,58,na,na
2019,15,Montgomery,784,Highland View Elementary,4,63,53,na,na
2019,15,Montgomery,786,Georgian Forest Elementary,3,54,24,na,na
2019,15,Montgomery,787,A. Mario Loiederman Middle,2,40,na,15,na
2019,15,Montgomery,788,Wheaton Woods Elementary,4,67,64,na,na
2019,15,Montgomery,789,Albert Einstein High,3,57,na,na,44
2019,15,Montgomery,790,Arcola Elementary,4,60,42,na,na
