Academic Year,LEA Number,LEA Name,School Number,School Name,School Type,Mobility Pct,Mobility Cnt,Entrants Pct,Entrants Cnt,Withdrawals Pct,Withdrawals Cnt,Avg Daily Member Cnt,Create Date
2017,1,Allegany,301,Flintstone Elementary,Elementary,15.2,35,7.4,17,7.8,18,230.7,20180117
2017,1,Allegany,401,South Penn Elementary,Elementary,19.2,86,8.3,37,11,49,446.9,20180117
2017,1,Allegany,402,John Humbird Elementary,Elementary,33.7,82,18.1,44,15.6,38,243.4,20180117
2017,1,Allegany,405,Fort Hill High,High,13.3,104,6.6,52,6.6,52,784.6,20180117
2017,1,Allegany,406,Washington Middle,Middle,11.4,66,<= 5.0,*,7.1,41,579.3,20180117
2017,1,Allegany,502,Northeast Elementary,Elementary,20.4,58,10.9,31,9.5,27,283.8,20180117
2017,1,Allegany,504,Braddock Middle,Middle,11.6,67,<= 5.0,*,6.6,38,579.2,20180117
2017,1,Allegany,601,Center for Career & Technical Education,High,9.1,24,<= 5.0,*,9.1,24,264.3,20180117
2017,1,Allegany,603,West Side Elementary,Elementary,18,64,6.7,24,11.2,40,355.7,20180117
2017,1,Allegany,606,Allegany High,High,14.5,96,5.9,39,8.6,57,663.1,20180117
2017,1,Allegany,701,Cresaptown Elementary,Elementary,17.3,55,9.1,29,8.2,26,318.5,20180117
2017,1,Allegany,702,Bel Air Elementary,Elementary,13.3,28,<= 5.0,*,9,19,210.1,20180117
2017,1,Allegany,801,Westernport Elementary,Elementary,14.6,37,6.7,17,7.9,20,253.5,20180117
2017,1,Allegany,802,Westmar Middle,Middle,7.2,20,<= 5.0,*,<= 5.0,*,278.2,20180117
2017,1,Allegany,1001,George's Creek Elementary,Elementary,10.9,29,<= 5.0,*,7.1,19,266.9,20180117
2017,1,Allegany,1101,Frost Elementary,Elementary,11.8,25,5.2,11,6.6,14,211.5,20180117
2017,1,Allegany,1301,Mount Savage Middle,Middle,7.8,32,<= 5.0,*,<= 5.0,*,411.4,20180117
2017,1,Allegany,1302,Mt. Savage Elementary,Elementary,10.5,18,<= 5.0,*,5.8,10,172.2,20180117
2017,1,Allegany,2404,Mountain Ridge High School,High,10.1,77,<= 5.0,*,5.5,42,765.3,20180117
2017,1,Allegany,2801,Beall Elementary,Elementary,15.6,62,7.8,31,7.8,31,397,20180117
2017,1,Allegany,2901,Cash Valley Elementary,Elementary,18.4,44,9.6,23,8.8,21,238.9,20180117
2017,1,Allegany,2902,Parkside Elementary,Elementary,22.3,46,14.1,29,8.3,17,205.8,20180117
2017,1,Allegany,A,All Allegany Schools,Elementary,17.4,669,8.3,320,9.1,349,3835,20180117
2017,1,Allegany,A,All Allegany Schools,Middle,10,185,<= 5.0,*,5.4,99,1848.1,20180117
2017,1,Allegany,A,All Allegany Schools,High,12.2,301,5.1,126,7.1,175,2477.3,20180117
2017,2,Anne Arundel,1023,Brooklyn Park Middle,Middle,22.4,156,11.9,83,10.5,73,696,20180117
2017,2,Anne Arundel,1033,Glen Burnie High,High,21.5,407,9.7,183,11.8,224,1891.7,20180117
2017,2,Anne Arundel,1043,Corkran Middle School,Middle,22.6,121,13.1,70,9.5,51,535.2,20180117
2017,2,Anne Arundel,1053,Lindale Middle,Middle,18,190,10.1,107,7.9,83,1054.5,20180117
2017,2,Anne Arundel,1063,Marley Middle,Middle,20.4,171,11.6,97,8.8,74,836.7,20180117
2017,2,Anne Arundel,1082,Belle Grove Elementary,Elementary,21.7,51,13.6,32,8.1,19,235.4,20180117
2017,2,Anne Arundel,1092,Brooklyn Park Elementary,Elementary,23.3,92,12.7,50,10.6,42,394.6,20180117
2017,2,Anne Arundel,1112,George T. Cromwell Elementary,Elementary,16,50,9.3,29,6.7,21,312.9,20180117
2017,2,Anne Arundel,1122,Freetown Elementary,Elementary,27.2,118,16.6,72,10.6,46,433.4,20180117
2017,2,Anne Arundel,1132,Glendale Elementary,Elementary,21.8,85,11.8,46,10,39,390.7,20180117
2017,2,Anne Arundel,1142,Hilltop Elementary,Elementary,24.7,157,12.7,81,12,76,635.4,20180117
2017,2,Anne Arundel,1152,Linthicum Elementary,Elementary,8.9,41,6.3,29,<= 5.0,*,462.5,20180117
2017,2,Anne Arundel,1162,Marley Elementary,Elementary,21.4,156,12.7,93,8.6,63,729.7,20180117
2017,2,Anne Arundel,1172,North Glen Elementary,Elementary,17.9,44,6.5,16,11.4,28,245.4,20180117
2017,2,Anne Arundel,1182,Oakwood Elementary,Elementary,19.2,47,9.8,24,9.4,23,244.9,20180117
2017,2,Anne Arundel,1192,Overlook Elementary,Elementary,19.7,66,10.7,36,8.9,30,335.9,20180117
2017,2,Anne Arundel,1202,Park Elementary,Elementary,33,142,20.2,87,12.8,55,430.6,20180117
2017,2,Anne Arundel,1212,Point Pleasant Elementary,Elementary,18.5,100,10.6,57,8,43,539.8,20180117
2017,2,Anne Arundel,1232,Quarterfield Elementary,Elementary,22.3,85,9.7,37,12.6,48,381.6,20180117
2017,2,Anne Arundel,1242,Richard Henry Lee Elementary,Elementary,19.3,106,12.9,71,6.4,35,549.8,20180117
2017,2,Anne Arundel,1262,Woodside Elementary,Elementary,25.6,87,17.3,59,8.2,28,340.3,20180117
2017,2,Anne Arundel,1274,Marley Glen School,Elementary,27,8,13.5,4,13.5,4,29.6,20180117
